Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
brain-health-pak,Brain Health Pak,"<h2>Nutrient Support for Breaking Free of Cognitive Limits<br>
</h2>
<h3>
<strong>Formulated for Strengthening Mental Activation</strong><br>
</h3>
<p>As people age, nerve cells shrink, the blood supplies to the brain decline, and inflammation is far more common. The brain then produces smaller quantities of key messenger chemicals called neurotransmitters. At some point, communication between cells becomes less smooth and your memory skills suffer.<br><br>Also as you age, nerve cells in your brain have a progressively harder time protecting themselves from free radicals. Crucial nutrients are needed to help your brain fight aging by increasing the number of connections between neurons.<br><br>The specific supplements in the Brain Health Pak contain immuno-modulating antioxidants, neuroprotective chemicals, and more to support optimal cognitive function, including providing nutritional aid against cognitive disorders such as Alzheimer’s and Parkinson’s disease.<br></p>
<h3>Supplements Included in the Brain Health Pak:<br>
</h3>
<ul>
<li><b>Essential DAK1K2</b></li>
<li><b>Optimal Whole Food Vitamin Mineral</b></li>
<li><b>Opti-Brain</b></li>
<li><b>Essential Protect</b></li>
<li><b>Optimal EFA</b></li>
<li><b>High CFU Probiotic</b></li>
<li><b>Opti-MitoForce</b></li>
</ul>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Shelf Pak,"Bulk Discountable, Direct Script, exclude_rebuy, HP Line Order, Tier 1 - Retail, Visibility - All",true,Title,Default Title,,,,,,,,850019587562,453.59237,shopify,15,deny,manual,84.00,,true,true,,,,,850019587562,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/brain-health-pak-with-ingredients.png?v=1709598713,1,"Image of an Optimal Brain Health Pak. Around the pak are Turmeric powder, mushrooms, and Spirulina.",false,Brain Health Pak | Optimal Health Systems,,,,,,,,,,,,,Crucial Cognitive Performance Nutrients,,,,22,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Whole Food","Potent ingredients to enhance your concentration, memory, and mood
Support the brain's ability to recognize and form neural connections
Aid in learning, recovering from injury, and fighting mental degeneration
Keep your mind nimble and alert",60,60,Packets,Take 1 packet twice daily.,,,Energy,turmeric-brain; spirulina,,,ws-brain-health-pak,,,,,,,,,,,,opti-adrenal; opti-brain; exposure-protection-pak,,,,lb,,,true,,,false,,,false,,,true,,,true,,,active
brain-health-pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/brain-health-pak.png?v=1709654629,2,Image of an Optimal Brain Health Pak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brain-health-pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Brain-Health-NEW_Old-to-New.png?v=1709654629,3,Image of Optimal Brain Tap Pak with a green arrow under it pointing to the right at its new pak design labeled as Brain Health Pak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brain-health-pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/BrainHealthPakSupplementFacts.jpg?v=1709654596,4,Brain health pak supplement facts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vendor-registration,Vendor Registration,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,8010312,0.0,,0,continue,manual,1000.00,,true,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,vendor-registration,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
the-freedom-project-retreat-clone,The Freedom Project Retreat,"<p><b>March 21 - April 3 | Orlando, FL</b><br></p><p></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,770,0.0,,0,continue,manual,4000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-FreedomProject_bd0bf1b4-b460-4ee8-91f2-4da4741d1b3f.jpg?v=1693437806,1,The image of a city that says Freedom Project.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
the-freedom-project-no-equipment,The Freedom Project - No Equipment,"<p><b>March 21 - April 3 | Orlando, FL</b><br></p><p></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,774,0.0,,0,continue,manual,2500.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-FreedomProject_00fad803-5167-4287-af31-9a1a48286480.jpg?v=1693437805,1,The image of a city that says Freedom Project.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
the-big-conditions-seminar,The Big Conditions Seminar,"<p><b>October 15-17 | Nashville, TN</b><b><br></b><br>The long-awaited and highly-anticipated Big Conditions seminar (a.k.a. 'The Big C' seminar) by Dr. Marc Harris is happening. During this 3-day seminar, you will be taught about major conditions and the nutrition and supplementation protocols that can be used to nutritionally support them.</p><p></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90009,0.0,,0,continue,manual,295.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-BigC.jpg?v=1693437804,1,Image of a city that says Big C Seminar.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
super-seminar-2022-recording,Super Seminar - 2025 Recordings,"<p><b>Gain greater success by leveling up the F.I.T.N.E.S.S. of your clinic and yourself through the right mindset, protocols, and products.</b></p>
<p>Learn about Focus Intense Thought, Nutrition, Exercise, and Specific Supplementation from this seminar's recordings!</p>
<p>(Access to these recordings closes on December 30th, 2026)</p>
<p><b>Don’t miss this opportunity to learn valuable information that will make a huge difference in the health of your patients and your practice!</b></p>",Optimal Health Systems,Media > Videos > Digital Downloads,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - All",true,Title,Default Title,,,,,,,,1000022,0.0,,0,continue,manual,350.00,,false,false,,,,,,,,,false,,,543529,,,,,,,,,,,,,,,,,,,,,,,,,,,,ws-super-seminar-2025-recordings,1,,,,,,,,,,product-protocol-seminar,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,unlisted
super-seminar-2021-recording,Methylation 1 & 2 Recordings,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,100002,0.0,,-1,continue,manual,100.00,,false,false,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,unlisted
seminar-registration,Super Seminar 2026 | HP DUO Bundle (VIP Tickets),"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90005,0.0,,-10,continue,manual,600.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Super_Seminar_2026___HP_DUO_VIP_Bundle.png?v=1769123930,1,Super Seminar Duo VIP Bundle,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
seminar-registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/2nd_dates_location_-_hp.png?v=1769123930,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product-protocol-seminar,Super Seminar 2026 | HP + 3 Staff Bundle (Additional),"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90010,0.0,,-58,continue,manual,50.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Super_Seminar_2026___HP_3_Staff_Bundle_Additional.png?v=1769123909,1,Super Seminar + 3 Staff Bundle Additional,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
product-protocol-seminar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/2nd_dates_location_-_hp.png?v=1769123930,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylation-1-2-seminar-5-attendees,Methylation 1 & 2 Seminar - 5 Attendees,"<p><b>June 4-6 | Dallas, TX</b><br></p><p>Methylation Series 2 is a brand new continuation certification seminar offered by Dr. Marc Harris ND for health professionals that have been previously certified in Methylation Series 1 training. You will receive a test kit with 30 new SNPs to test for, along with his nutrient and nutrition recommendations to remedy those genetic SNPs to help your patients move closer to optimal health. </p><p></p><p><i>(Prerequisite: Methylation 1 Certification)</i></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90019,0.0,,0,continue,manual,1125.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-Methylation-2_6ffd8fc1-1057-4c28-b4cb-8398cc1943a2.jpg?v=1693437799,1,Methylation 2 Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
methylation-1-2-seminar-4-attendees,Methylation 1 & 2 Seminar - 4 Attendees,"<p><b>June 4-6 | Dallas, TX</b><br></p><p>Methylation Series 2 is a brand new continuation certification seminar offered by Dr. Marc Harris ND for health professionals that have been previously certified in Methylation Series 1 training. You will receive a test kit with 30 new SNPs to test for, along with his nutrient and nutrition recommendations to remedy those genetic SNPs to help your patients move closer to optimal health. </p><p></p><p><i>(Prerequisite: Methylation 1 Certification)</i></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90018,0.0,,0,continue,manual,930.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-Methylation-2_bda3d5ef-d99e-43c8-9a6e-38123fde8fa2.jpg?v=1693437798,1,Methylation 2 Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
methylation-1-2-seminar-3-attendees,Methylation 1 & 2 Seminar - 3 Attendees,"<p><b>June 4-6 | Dallas, TX</b><br></p><p>Methylation Series 2 is a brand new continuation certification seminar offered by Dr. Marc Harris ND for health professionals that have been previously certified in Methylation Series 1 training. You will receive a test kit with 30 new SNPs to test for, along with his nutrient and nutrition recommendations to remedy those genetic SNPs to help your patients move closer to optimal health. </p><p></p><p><i>(Prerequisite: Methylation 1 Certification)</i></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90017,0.0,,-1,continue,manual,735.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-Methylation-2_2ca4d10b-16b6-44d2-a81c-f453e3d88b1d.jpg?v=1693437796,1,Methylation 2 Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
methylation-2-attendees,Methylation 1 & 2 Seminar - 2 Attendees,"<p><b>June 4-6 | Dallas, TX</b><br></p><p>Methylation Series 2 is a brand new continuation certification seminar offered by Dr. Marc Harris ND for health professionals that have been previously certified in Methylation Series 1 training. You will receive a test kit with 30 new SNPs to test for, along with his nutrient and nutrition recommendations to remedy those genetic SNPs to help your patients move closer to optimal health. </p><p></p><p><i>(Prerequisite: Methylation 1 Certification)</i></p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90007,0.0,,-18,continue,manual,540.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-Methylation-2.jpg?v=1693437795,1,Methylation 2 Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
freedom-project-guest,Freedom Project - Guest,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,773,0.0,,0,continue,manual,5000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-FreedomProject.jpg?v=1693437795,1,The image of a city that says Freedom Project.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-student-rate,Brimhall Homecoming - Student Rate,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,80050,0.0,,-4,continue,manual,150.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall_f910e8b1-d8ab-40fc-9fd6-8ea586ef43c2.jpg?v=1693437792,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-2021-live-stream,Brimhall Homecoming - Live Stream,"<p><b>For the first year ever, we're now offering a live stream of the entire 2021 Brimhall Homecoming seminar! </b></p><p>By purchasing this package, you will have access to all 6 sessions of the 2021 Brimhall Homecoming seminar. Once your purchase is completed, you will receive an email within 24 hours with the link to join the private Facebook group where all sessions will be live streamed.</p><p><b><i>You MUST have a Facebook profile to view these live sessions. </i></b></p><ul>
<li>Friday Morning Session | 8:00 am - 1:00 pm (MST)</li>
<li>Friday Afternoon Session | 2:00 pm - 6:00 pm (MST)</li>
<li>Saturday Morning Session | 8:00 am - 1:00 pm (MST)</li>
<li>Saturday Afternoon Session | 2:00 pm - 6:00 pm (MST)</li>
<li>Sunday Morning Session | 8:00 am - 12:15 pm (MST)</li>
</ul><p>This live stream purchase includes access to digital presentation slides (via Google drive). It does not include physical seminar merchandise, physical copies of flyers/presentation slides, or Continued Education Credits.</p><p>Each session will be available for 48 hours after it is posted for convenient replays if you miss a session due a scheduling conflict. </p>",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,100000,0.0,,0,continue,manual,74.95,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/brimhall-homecoming-live-streaming.png?v=1693437792,1,Brimhall Homecoming 2021 Live Stream,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-5-attendees,Brimhall Homecoming - 5 Attendees,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90004,0.0,,-1,continue,manual,1250.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall_9810ed50-3f73-4047-8aa5-48122da1c2cf.jpg?v=1693437791,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-4-attendees,Brimhall Homecoming - 4 Attendees,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,900030,0.0,,-2,continue,manual,1000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall_60b97b45-7be5-4e73-aca3-8ae29addc082.jpg?v=1693437791,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-3-attendees,Brimhall Homecoming - 3 Attendees,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,900020,0.0,,-5,continue,manual,750.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall_53cd4fe5-1ead-4c6b-9420-06921ea4ba2f.jpg?v=1693437788,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-2-attendees,Brimhall Homecoming - 2 Attendees,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90001,0.0,,-25,continue,manual,500.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall.jpg?v=1693437788,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
brimhall-homecoming-1-attendee,Brimhall Homecoming - 1 Attendee,"",Optimal Health Systems,Arts & Entertainment > Event Tickets,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",true,Title,Default Title,,,,,,,,90000,0.0,,-252,continue,manual,175.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2022-Brimhall_e0b3287d-3c40-47a4-8d74-2afd9014be76.jpg?v=1693437788,1,The image of a city that says Brimhall Home is coming.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
6-steps-to-wellness-seminar-5-attendees,6 Steps to Wellness Seminar - 5 Attendees,"<p><b>April 23-25 | Salt Lake City, UT</b><b><br></b></p><p>During this 3-day seminar, you will be taught and certified in Dr. John Brimhall's infamous “6 Steps To Wellness”. This includes how to test and balance the body's systems to ensure the best patient results using his easy-to-learn 6 step process, complete with a free functional testing kit. The Six Steps to Wellness program encompasses structural imbalance, electromagnetic radiation, nutritional deficiencies, allergies and sensitivities, emotional issues, and toxicity.</p>",Optimal Health Systems,Media,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90006-5,0.0,,0,continue,manual,1125.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-6-steps-to-wellness_e9a20366-e461-49f9-af58-6311d90429ac.jpg?v=1693437787,1,6 Steps to Wellness Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
6-steps-to-wellness-seminar-4-attendees,6 Steps to Wellness Seminar - 4 Attendees,"<p><b>April 23-25 | Salt Lake City, UT</b><b><br></b></p><p>During this 3-day seminar, you will be taught and certified in Dr. John Brimhall's infamous “6 Steps To Wellness”. This includes how to test and balance the body's systems to ensure the best patient results using his easy-to-learn 6 step process, complete with a free functional testing kit. The Six Steps to Wellness program encompasses structural imbalance, electromagnetic radiation, nutritional deficiencies, allergies and sensitivities, emotional issues, and toxicity.</p>",Optimal Health Systems,Media,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90006-4,0.0,,0,continue,manual,930.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-6-steps-to-wellness_82b0f6fc-6b11-45f3-b278-40e452c555bb.jpg?v=1693437784,1,6 Steps to Wellness Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
6-steps-to-wellness-seminar-3-attendees3,6 Steps to Wellness Seminar - 3 Attendees,"<p><b>April 23-25 | Salt Lake City, UT</b><b><br></b></p><p>During this 3-day seminar, you will be taught and certified in Dr. John Brimhall's infamous “6 Steps To Wellness”. This includes how to test and balance the body's systems to ensure the best patient results using his easy-to-learn 6 step process, complete with a free functional testing kit. The Six Steps to Wellness program encompasses structural imbalance, electromagnetic radiation, nutritional deficiencies, allergies and sensitivities, emotional issues, and toxicity.</p>",Optimal Health Systems,Media,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90006-3,0.0,,0,continue,manual,735.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-6-steps-to-wellness_7bab2d6b-f828-4c68-a398-6b1a3de99b02.jpg?v=1693437784,1,6 Steps to Wellness Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
6-steps-to-wellness-seminar-2-attendees,6 Steps to Wellness Seminar - 2 Attendees,"<p><b>April 23-25 | Salt Lake City, UT</b><b><br></b></p><p>During this 3-day seminar, you will be taught and certified in Dr. John Brimhall's infamous “6 Steps To Wellness”. This includes how to test and balance the body's systems to ensure the best patient results using his easy-to-learn 6 step process, complete with a free functional testing kit. The Six Steps to Wellness program encompasses structural imbalance, electromagnetic radiation, nutritional deficiencies, allergies and sensitivities, emotional issues, and toxicity.</p>",Optimal Health Systems,Media,Seminar,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90006-2,0.0,,0,continue,manual,540.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Seminar-2021-6-steps-to-wellness_0b3cb5a0-13f5-4728-bcde-93c4fee353d8.jpg?v=1693437784,1,6 Steps to Wellness Seminar 2021,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,only manual,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
